game,game_time,blue_team,blue_team_dragons,blue_team_gold,blue_team_inhibitors,blue_team_barons,blue_team_towers,blue_team_kills,blue_team_top,blue_team_top_kills,blue_team_top_deaths,blue_team_top_assists,blue_team_top_cs,blue_team_top_gold,blue_team_jungle,blue_team_jungle_kills,blue_team_jungle_deaths,blue_team_jungle_assists,blue_team_jungle_cs,blue_team_jungle_gold,blue_team_mid,blue_team_mid_kills,blue_team_mid_deaths,blue_team_mid_assists,blue_team_mid_cs,blue_team_mid_gold,blue_team_bottom,blue_team_bottom_kills,blue_team_bottom_deaths,blue_team_bottom_assists,blue_team_bottom_cs,blue_team_bottom_gold,blue_team_support,blue_team_support_kills,blue_team_support_deaths,blue_team_support_assists,blue_team_support_cs,blue_team_support_gold,red_team,red_team_dragons,red_team_gold,red_team_inhibitors,red_team_barons,red_team_towers,red_team_kills,red_team_top,red_team_top_kills,red_team_top_deaths,red_team_top_assists,red_team_top_cs,red_team_top_gold,red_team_jungle,red_team_jungle_kills,red_team_jungle_deaths,red_team_jungle_assists,red_team_jungle_cs,red_team_jungle_gold,red_team_mid,red_team_mid_kills,red_team_mid_deaths,red_team_mid_assists,red_team_mid_cs,red_team_mid_gold,red_team_bottom,red_team_bottom_kills,red_team_bottom_deaths,red_team_bottom_assists,red_team_bottom_cs,red_team_bottom_gold,red_team_support,red_team_support_kills,red_team_support_deaths,red_team_support_assists,red_team_support_cs,red_team_support_gold
15,late,FX,[],46.8 K,1,0,7,6,Kiari,1,3,2,194,8.8 K,sting,0,5,3,153,8.4 K,Fuuu,3,3,0,231,12.7 K,Kojima,2,0,2,227,10.4 K,scamber,0,5,4,38,6.5 K,KBM,"['cloud', 'cloud', 'ocean', 'hextech']",53.9 K,2,1,9,16,Lonely,1,1,5,211,10.0 K,Malrang,2,0,11,140,9.2 K,Hauz,10,1,5,252,14.7 K,Netuno,3,3,7,265,12.4 K,Ceos,0,1,14,27,7.7 K
16,late,FX,['mountain'],64.6 K,0,0,5,15,Kiari,2,6,5,282,13.4 K,sting,3,8,10,203,12.2 K,Fuuu,6,2,6,334,15.2 K,Kojima,3,2,4,326,15.1 K,scamber,1,2,9,31,8.8 K,VKS,"['elder', 'infernal', 'infernal', 'infernal', 'hextech']",75.4 K,2,2,10,20,Guigo,5,2,6,289,15.6 K,Disamis,1,3,12,241,13.7 K,Toucouille,8,4,6,327,18.9 K,Smiley,6,2,4,359,17.3 K,ProDelta,0,4,13,41,9.9 K
17,late,KBM,"['cloud', 'infernal', 'infernal', 'infernal']",72.8 K,2,1,9,23,Lonely,0,1,15,272,13.2 K,Malrang,6,2,14,213,13.5 K,Hauz,5,2,17,333,16.9 K,Netuno,12,1,7,318,19.2 K,Ceos,0,0,21,64,9.9 K,RED,"['infernal', 'chemtech']",60.6 K,0,1,4,6,fNb,2,5,4,256,12.7 K,Aegis,2,6,2,239,12.1 K,Grevthar,0,5,4,273,12.0 K,Brance,1,5,2,244,12.9 K,JoJo,1,2,3,106,10.9 K
18,late,LBR,['infernal'],42.9 K,0,0,3,8,Makes,6,1,2,217,10.0 K,Drakehero,1,1,4,171,8.5 K,Pilot,1,0,1,265,10.3 K,micaO,0,3,2,207,8.4 K,Cavalo,0,4,4,34,5.8 K,PNG,"['cloud', 'hextech']",46.7 K,0,1,4,9,Wizer,1,5,1,209,9.2 K,CarioK,2,1,3,176,8.9 K,dyNquedo,1,0,4,218,10.0 K,TitaN,4,1,4,257,11.7 K,Kuri,1,1,8,27,6.9 K
19,late,LOS,"['mountain', 'hextech', 'ocean', 'ocean']",55.6 K,1,1,8,23,SuperCleber,12,0,8,190,13.4 K,Seize,3,0,10,170,10.1 K,Envy,6,1,8,251,13.4 K,Celo,2,1,9,209,11.4 K,Kabbie,0,1,17,31,7.2 K,ITZ,[],40.9 K,0,0,3,3,Tay,0,5,0,137,7.2 K,Yampi,0,5,3,116,7.4 K,Aithusa,1,5,0,200,8.9 K,NinjaKiwi,0,5,3,250,10.2 K,Damage,2,3,1,44,7.3 K
2,late,LBR,"['elder', 'elder']",82.1 K,2,2,9,18,Makes,3,1,12,310,16.8 K,Drakehero,1,4,14,242,14.2 K,Pilot,7,2,7,373,21.3 K,micaO,6,6,6,367,18.5 K,Cavalo,1,5,11,61,11.2 K,ITZ,"['hextech', 'hextech', 'chemtech', 'infernal']",76.6 K,0,1,4,18,Tay,2,0,5,337,15.4 K,Yampi,3,5,14,264,14.5 K,Aithusa,6,4,6,378,18.6 K,NinjaKiwi,6,3,9,377,17.9 K,Damage,1,6,15,31,10.2 K
20,late,FUR,"['mountain', 'infernal', 'infernal']",81.1 K,1,1,6,24,Destroy,6,7,12,328,18.1 K,Mir,1,6,20,189,12.8 K,Tutsz,6,4,11,364,18.2 K,Ayu,9,3,8,411,20.7 K,zay,2,3,18,51,11.2 K,LLL,"['infernal', 'infernal', 'infernal', 'hextech']",85.9 K,3,2,11,23,Robo,4,6,10,332,18.1 K,Croc,4,5,11,240,14.7 K,tinowns,4,2,14,392,19.4 K,Route,10,4,10,391,22.9 K,RedBert,1,7,13,32,10.8 K
21,late,LBR,[],40.9 K,0,0,2,9,Makes,5,6,0,190,10.2 K,Drakehero,0,3,3,138,7.4 K,Pilot,1,3,0,202,8.1 K,micaO,1,2,4,216,8.8 K,Cavalo,2,0,3,42,6.3 K,KBM,"['ocean', 'ocean', 'infernal', 'cloud']",43.9 K,0,0,3,14,Lonely,5,2,3,197,10.4 K,Malrang,4,2,5,131,8.7 K,Hauz,2,0,10,204,9.1 K,Netuno,1,2,2,232,9.2 K,Ceos,2,3,5,33,6.5 K
22,late,VKS,[],47.6 K,0,0,3,10,Guigo,4,4,1,208,10.5 K,Disamis,3,2,5,174,10.0 K,Toucouille,2,1,4,244,10.3 K,Smiley,0,3,6,254,10.3 K,ProDelta,0,3,6,39,6.5 K,RED,"['cloud', 'cloud', 'infernal', 'hextech']",52.5 K,1,0,7,13,fNb,2,2,6,223,11.2 K,Aegis,6,5,5,199,11.6 K,Grevthar,1,3,8,200,10.1 K,Brance,4,0,6,269,12.5 K,JoJo,0,0,12,38,7.2 K
23,late,PNG,['ocean'],45.7 K,0,1,3,7,Wizer,0,1,2,224,8.7 K,CarioK,0,2,6,156,8.2 K,dyNquedo,2,0,0,270,10.5 K,TitaN,4,3,1,249,12.0 K,Kuri,0,0,4,35,6.3 K,LOS,"['mountain', 'infernal']",42.6 K,0,0,2,6,SuperCleber,0,0,0,254,9.6 K,Seize,0,2,3,152,7.4 K,Envy,2,0,1,246,10.0 K,Celo,3,3,1,222,9.4 K,Kabbie,1,2,4,34,6.1 K
24,late,LLL,"['cloud', 'mountain']",30.1 K,0,0,2,3,Robo,2,2,1,164,7.6 K,Croc,0,1,0,94,5.0 K,tinowns,0,1,2,174,7.0 K,Route,1,1,0,167,6.5 K,RedBert,0,0,0,28,4.2 K,FX,[],30.6 K,0,0,1,5,Kiari,2,0,2,167,7.5 K,sting,1,1,2,98,5.8 K,Fuuu,2,1,0,165,6.7 K,Kojima,0,0,1,172,6.4 K,scamber,0,1,2,28,4.2 K
25,late,ITZ,['ocean'],33.0 K,0,0,2,0,Tay,0,1,0,185,7.1 K,Yampi,0,1,0,123,6.0 K,Aithusa,0,0,0,181,7.2 K,NinjaKiwi,0,0,0,198,7.9 K,Damage,0,0,0,24,4.9 K,FUR,"['infernal', 'cloud']",35.7 K,0,0,3,2,Destroy,0,0,2,184,7.3 K,Mir,0,0,1,167,7.1 K,Tutsz,1,0,0,211,8.8 K,Ayu,0,0,1,168,6.7 K,zay,1,0,1,32,5.8 K
26,late,VKS,"['infernal', 'cloud', 'ocean']",40.4 K,0,1,3,12,Guigo,4,1,6,179,9.4 K,Disamis,0,2,6,140,6.9 K,Toucouille,3,0,4,192,8.5 K,Smiley,4,0,3,182,9.5 K,ProDelta,1,1,8,30,6.1 K,LBR,[],32.1 K,0,0,0,4,Makes,0,5,3,157,6.3 K,Drakehero,0,3,3,123,6.2 K,Pilot,3,2,1,162,7.2 K,micaO,1,0,1,195,7.9 K,Cavalo,0,2,3,27,4.6 K
27,late,LOS,[],48.8 K,0,0,2,8,SuperCleber,2,1,2,274,11.5 K,Seize,2,5,4,163,9.2 K,Envy,2,2,3,295,11.8 K,Celo,2,3,4,199,9.8 K,Kabbie,0,4,5,40,6.5 K,FUR,"['elder', 'chemtech', 'chemtech', 'mountain', 'cloud']",61.7 K,1,1,9,15,Destroy,1,2,4,281,13.1 K,Mir,0,1,8,211,10.9 K,Tutsz,3,1,4,269,12.5 K,Ayu,8,2,4,257,15.2 K,zay,3,2,9,64,10.0 K
28,late,ITZ,"['cloud', 'elder']",58.3 K,0,0,3,14,Tay,2,4,5,248,12.0 K,Yampi,2,3,10,178,10.5 K,Aithusa,2,5,7,271,14.0 K,NinjaKiwi,6,2,4,290,13.8 K,Damage,1,2,9,34,8.1 K,LLL,"['cloud', 'cloud', 'mountain', 'ocean']",65.8 K,3,2,11,16,Robo,5,6,7,242,13.5 K,Croc,2,3,8,194,11.4 K,tinowns,7,0,3,323,18.0 K,Route,2,4,3,292,13.6 K,RedBert,0,1,12,28,9.2 K
29,late,KBM,[],45.6 K,0,0,3,1,Lonely,0,4,0,214,9.2 K,Malrang,0,2,1,165,8.2 K,Hauz,1,1,0,286,12.6 K,Netuno,0,1,0,225,9.2 K,Ceos,0,3,0,47,6.2 K,PNG,"['ocean', 'ocean', 'infernal', 'cloud']",55.3 K,1,1,9,11,Wizer,2,0,8,251,12.1 K,CarioK,2,0,9,154,9.3 K,dyNquedo,1,1,7,273,12.1 K,TitaN,4,0,5,302,13.6 K,Kuri,2,0,7,41,8.2 K
3,late,FX,"['ocean', 'cloud', 'hextech', 'hextech']",56.1 K,2,1,10,23,Kiari,4,1,11,204,12.1 K,sting,5,2,12,167,10.7 K,Fuuu,11,1,4,215,14.1 K,Kojima,2,1,7,263,12.0 K,scamber,0,0,15,20,7.1 K,FUR,[],40.5 K,0,0,1,5,Destroy,0,3,0,170,7.8 K,Mir,2,7,2,153,8.3 K,Tutsz,3,7,1,230,10.2 K,Ayu,0,3,0,232,8.6 K,zay,0,3,1,32,5.6 K
30,late,RED,"['cloud', 'infernal', 'chemtech']",42.5 K,0,0,4,11,fNb,2,1,2,168,8.0 K,Aegis,3,1,7,130,8.6 K,Grevthar,3,0,2,200,8.8 K,Brance,3,0,3,242,11.4 K,JoJo,0,2,7,30,5.6 K,FX,[],40.1 K,0,1,2,4,Kiari,2,3,0,188,9.6 K,sting,1,3,3,148,7.7 K,Fuuu,1,1,2,208,8.8 K,Kojima,0,1,3,47,6.2 K,scamber,0,3,3,172,7.8 K
31,late,KBM,"['hextech', 'ocean', 'cloud']",57.0 K,1,1,9,15,Lonely,8,3,3,226,12.7 K,Malrang,2,0,9,156,10.3 K,Hauz,2,3,8,247,12.6 K,Netuno,2,1,5,285,13.1 K,Ceos,1,2,13,39,8.3 K,ITZ,"['cloud', 'cloud']",51.9 K,0,0,5,9,Tay,2,5,3,258,12.4 K,Yampi,0,2,6,170,8.7 K,Aithusa,3,3,4,254,11.8 K,NinjaKiwi,3,2,2,274,11.9 K,Damage,1,3,6,29,7.1 K
32,late,FUR,['hextech'],49.2 K,0,0,3,11,Destroy,1,4,1,258,10.2 K,Mir,2,4,6,177,9.1 K,Tutsz,4,3,1,243,11.8 K,Ayu,0,2,8,213,9.3 K,zay,3,5,6,47,8.8 K,VKS,"['ocean', 'ocean', 'cloud']",55.5 K,0,1,3,18,Guigo,7,1,5,252,12.9 K,Disamis,0,2,13,142,8.7 K,Toucouille,0,3,8,222,9.7 K,Smiley,9,3,4,298,15.3 K,ProDelta,2,2,12,46,8.9 K
33,late,LLL,"['infernal', 'mountain', 'mountain']",81.3 K,2,1,11,17,Robo,3,5,8,323,15.5 K,Croc,0,5,14,199,12.5 K,tinowns,9,0,5,388,21.8 K,Route,5,2,8,413,21.3 K,RedBert,0,0,15,30,10.2 K,RED,"['mountain', 'mountain', 'mountain', 'ocean']",76.2 K,0,1,5,12,fNb,5,2,3,365,17.8 K,Aegis,1,6,9,214,14.0 K,Grevthar,3,4,7,348,16.1 K,Brance,2,2,5,393,17.7 K,frosty,1,3,10,41,10.6 K
34,late,FX,['mountain'],39.1 K,0,0,3,6,Kiari,0,1,3,192,8.1 K,sting,0,3,3,151,7.2 K,Fuuu,3,0,1,212,9.6 K,Kojima,1,1,1,222,8.4 K,scamber,2,2,2,30,5.7 K,PNG,"['chemtech', 'hextech']",38.7 K,0,0,2,7,Wizer,2,1,2,194,8.2 K,CarioK,0,1,7,137,6.8 K,dyNquedo,3,2,4,202,9.1 K,TitaN,2,1,4,227,9.2 K,Kuri,0,1,7,39,5.4 K
35,late,LBR,"['mountain', 'cloud', 'chemtech']",59.2 K,0,1,2,8,Makes,1,4,1,292,12.6 K,Drakehero,0,3,7,185,9.9 K,Pilot,3,2,4,288,13.1 K,micaO,3,1,3,337,14.8 K,Cavalo,1,4,6,58,8.7 K,LOS,"['chemtech', 'chemtech', 'chemtech']",67.7 K,1,1,10,14,SuperCleber,1,0,10,305,15.3 K,Seize,2,3,10,188,11.3 K,Envy,4,4,6,351,16.7 K,Celo,7,0,4,311,15.5 K,Kabbie,0,1,11,53,8.9 K
36,late,LOS,"['cloud', 'chemtech']",64.1 K,1,1,9,15,SuperCleber,1,3,4,282,12.5 K,Seize,4,0,8,180,12.7 K,Envy,6,0,6,316,15.3 K,Celo,4,0,6,322,15.1 K,Kabbie,0,3,8,41,8.4 K,LLL,"['chemtech', 'chemtech', 'mountain']",56.1 K,0,0,3,6,Robo,2,4,2,299,13.0 K,Croc,1,2,4,178,9.5 K,tinowns,1,3,4,329,13.0 K,Route,1,4,3,329,13.1 K,RedBert,1,2,5,44,7.6 K
37,late,FX,"['ocean', 'cloud', 'cloud']",60.5 K,2,1,10,17,Kiari,7,0,2,288,14.6 K,sting,2,0,9,189,11.0 K,Fuuu,3,0,9,265,12.7 K,Kojima,4,2,7,278,13.9 K,scamber,1,0,11,30,8.4 K,ITZ,"['cloud', 'mountain']",47.1 K,0,0,2,2,Tay,0,1,0,307,11.6 K,Yampi,0,4,1,158,8.1 K,Aithusa,2,4,0,238,11.0 K,NinjaKiwi,0,4,2,262,10.1 K,Damage,0,4,1,30,6.3 K
38,late,RED,"['mountain', 'hextech', 'ocean', 'ocean']",51.2 K,1,1,8,15,fNb,2,3,5,187,9.5 K,Aegis,1,2,10,197,10.2 K,Grevthar,1,1,8,230,9.9 K,Brance,11,0,0,251,14.8 K,JoJo,0,2,12,30,6.9 K,LBR,[],44.5 K,0,0,3,8,Makes,4,3,1,222,10.6 K,Drakehero,2,3,4,125,8.4 K,Pilot,1,2,5,243,10.4 K,micaO,0,2,2,217,8.7 K,Cavalo,1,5,3,40,6.4 K
39,late,FUR,"['cloud', 'elder']",65.4 K,0,0,4,13,Destroy,5,3,6,310,15.4 K,Mir,3,8,7,181,11.9 K,Tutsz,1,4,7,366,15.8 K,Ayu,3,4,5,302,13.6 K,zay,0,5,10,36,8.7 K,KBM,"['cloud', 'cloud', 'ocean', 'hextech']",73.9 K,1,2,10,24,Lonely,6,1,10,306,17.1 K,Malrang,4,3,16,191,13.1 K,Hauz,6,2,14,302,15.8 K,Netuno,8,0,10,319,18.1 K,Ceos,0,7,17,42,9.8 K
4,late,VKS,"['chemtech', 'infernal', 'infernal']",56.7 K,2,1,10,15,Guigo,3,1,6,253,11.3 K,Disamis,1,1,10,173,10.0 K,Toucouille,3,1,4,270,12.9 K,Smiley,5,0,4,294,13.6 K,ProDelta,2,1,11,35,8.9 K,LOS,['mountain'],42.7 K,0,0,1,4,SuperCleber,1,4,1,224,8.9 K,Seize,0,3,3,140,7.3 K,Envy,1,2,1,247,10.1 K,Celo,2,3,0,247,10.4 K,Kabbie,0,3,2,52,6.0 K
40,late,PNG,['chemtech'],59.3 K,2,1,10,26,Wizer,4,1,11,214,11.8 K,CarioK,2,1,17,153,10.3 K,dyNquedo,7,1,13,243,13.0 K,TitaN,10,3,13,281,15.6 K,Kuri,3,0,19,24,8.6 K,VKS,"['hextech', 'ocean']",44.2 K,0,0,2,6,Guigo,1,4,0,259,10.3 K,Disamis,1,5,4,135,7.8 K,Toucouille,3,5,0,230,10.3 K,Smiley,1,5,1,231,9.5 K,ProDelta,0,7,3,32,6.2 K
41,late,LOS,"['chemtech', 'chemtech']",75.8 K,1,1,6,12,SuperCleber,3,4,6,332,16.6 K,Seize,2,4,7,234,13.5 K,Envy,2,2,5,349,16.9 K,Celo,5,1,4,441,19.1 K,Kabbie,0,5,10,35,9.7 K,KBM,"['chemtech', 'chemtech', 'cloud', 'ocean']",81.5 K,0,2,5,16,Lonely,4,1,5,357,17.1 K,Malrang,1,3,13,219,13.7 K,Hauz,3,2,13,364,17.8 K,Netuno,7,2,5,494,22.3 K,Ceos,1,4,9,58,10.6 K
42,late,ITZ,['cloud'],50.3 K,0,0,2,6,Tay,3,2,1,241,11.0 K,Yampi,0,3,4,187,9.2 K,Aithusa,3,3,3,242,11.2 K,NinjaKiwi,0,1,5,306,12.3 K,Damage,0,3,5,43,6.6 K,PNG,"['mountain', 'mountain', 'hextech']",57.0 K,1,1,7,12,Wizer,1,1,2,246,10.9 K,CarioK,1,1,10,150,9.6 K,dyNquedo,3,2,3,264,12.8 K,TitaN,6,1,3,313,15.8 K,Kuri,1,1,9,32,8.0 K
43,late,VKS,"['chemtech', 'ocean']",34.0 K,0,0,2,11,Guigo,6,0,1,172,9.0 K,Disamis,2,1,6,133,6.9 K,Leleko,1,0,3,159,6.6 K,Smiley,2,1,5,173,7.1 K,ProDelta,0,2,6,20,4.5 K,LLL,[],30.2 K,0,0,0,4,Robo,0,4,0,158,6.0 K,Croc,2,1,0,133,6.3 K,tinowns,0,1,2,165,6.6 K,Route,2,1,2,166,7.2 K,RedBert,0,4,2,26,4.2 K
44,late,LBR,"['hextech', 'hextech']",60.4 K,1,1,10,21,Makes,7,5,4,249,13.2 K,Drakehero,6,1,14,206,13.6 K,Pilot,3,1,8,268,13.2 K,micaO,5,0,11,57,10.5 K,Cavalo,0,1,10,190,10.0 K,FX,"['mountain', 'cloud']",46.3 K,0,0,1,8,Kiari,2,8,5,177,9.9 K,sting,2,5,6,153,9.4 K,Fuuu,3,2,2,242,11.1 K,Kojima,1,3,2,248,9.8 K,scamber,0,3,3,18,6.1 K
45,late,RED,"['hextech', 'ocean', 'mountain', 'mountain']",62.8 K,3,1,11,12,fNb,4,0,3,301,16.5 K,Aegis,1,1,7,173,10.3 K,Grevthar,0,1,6,300,12.7 K,Brance,7,0,1,334,15.7 K,JoJo,0,0,5,35,7.7 K,FUR,['mountain'],53.2 K,0,1,3,2,Destroy,1,2,1,274,12.6 K,Mir,0,2,2,182,9.2 K,Tutsz,0,3,0,299,12.0 K,Ayu,1,0,1,297,12.4 K,zay,0,5,1,39,7.0 K
46,late,LOS,"['chemtech', 'mountain', 'hextech']",34.9 K,0,0,1,3,SuperCleber,0,0,1,176,7.5 K,Seize,2,0,1,128,7.1 K,Envy,1,2,0,204,7.5 K,Celo,0,0,2,210,7.6 K,Kabbie,0,2,2,45,5.1 K,VKS,[],36.4 K,0,0,2,4,Guigo,1,1,0,211,8.8 K,Disamis,0,1,2,139,6.5 K,Leleko,1,0,0,213,8.0 K,Smiley,1,1,2,205,7.8 K,ProDelta,0,0,3,37,5.2 K
47,late,KBM,"['ocean', 'cloud', 'mountain', 'mountain']",53.9 K,1,1,8,25,Lonely,2,2,5,217,9.7 K,Malrang,10,1,4,161,11.4 K,Hauz,4,0,12,209,11.6 K,Netuno,5,1,11,264,12.7 K,Ceos,4,0,15,34,8.6 K,LLL,[],40.8 K,0,0,1,4,Robo,0,4,2,214,9.5 K,Croc,2,7,2,129,8.1 K,tinowns,1,3,1,208,8.2 K,Route,0,4,2,226,8.8 K,RedBert,1,7,2,37,6.2 K
48,late,PNG,"['infernal', 'hextech', 'chemtech', 'chemtech']",62.7 K,1,1,9,23,Wizer,2,2,8,278,12.8 K,CarioK,3,1,9,144,10.2 K,dyNquedo,7,1,11,257,14.4 K,TitaN,11,2,6,339,16.7 K,Kuri,0,2,19,43,8.6 K,RED,[],48.6 K,0,0,2,8,fNb,1,4,0,225,9.8 K,Aegis,1,5,5,140,8.3 K,Grevthar,5,5,1,237,11.6 K,Brance,1,4,6,311,12.1 K,JoJo,0,5,6,30,6.7 K
49,late,FUR,['hextech'],51.3 K,0,0,5,8,Destroy,0,3,1,255,11.1 K,Mir,3,4,4,176,9.8 K,Tutsz,0,2,3,243,9.9 K,Ayu,5,2,2,291,13.6 K,zay,0,3,7,27,6.8 K,FX,"['hextech', 'infernal', 'mountain']",59.9 K,2,2,10,14,Kiari,3,2,4,254,13.9 K,sting,1,0,8,159,10.2 K,Fuuu,4,1,6,287,13.9 K,Kojima,6,1,5,287,14.1 K,scamber,0,4,13,27,7.8 K
5,late,LLL,"['mountain', 'mountain']",55.6 K,2,1,10,15,Robo,2,2,5,221,11.1 K,Croc,1,1,7,174,10.4 K,tinowns,5,0,6,267,12.9 K,Route,4,0,7,242,12.5 K,RedBert,3,0,10,39,8.7 K,KBM,"['hextech', 'chemtech']",45.0 K,0,0,3,3,Lonely,1,4,2,248,10.0 K,Malrang,0,4,3,142,7.7 K,Hauz,1,4,1,261,10.8 K,Netuno,1,2,2,259,10.5 K,Ceos,0,1,3,28,5.9 K
50,late,ITZ,"['hextech', 'ocean']",50.9 K,0,0,2,2,Tay,0,3,0,248,11.7 K,Yampi,0,3,1,184,9.3 K,Aithusa,1,2,0,236,10.3 K,NinjaKiwi,1,4,1,312,12.5 K,Damage,0,2,2,27,7.1 K,LBR,"['cloud', 'cloud', 'cloud']",65.9 K,2,2,10,14,Makes,0,0,7,292,14.2 K,Drakehero,1,1,9,247,12.4 K,Pilot,3,1,10,299,14.2 K,micaO,9,0,4,313,15.6 K,Cavalo,1,0,12,47,9.6 K
51,late,LBR,['chemtech'],32.0 K,0,0,1,3,Makes,0,0,1,189,7.4 K,Drakehero,0,1,2,143,6.1 K,Pilot,2,0,1,182,7.4 K,micaO,0,1,0,151,6.1 K,Cavalo,1,0,2,34,5.0 K,FUR,"['hextech', 'mountain']",31.3 K,0,0,3,2,xyno,0,0,0,162,6.4 K,stiner,1,1,0,117,5.6 K,Tutsz,0,1,1,180,6.5 K,Ayu,1,0,0,201,8.7 K,zay,0,1,1,26,4.2 K
52,late,RED,"['cloud', 'infernal', 'infernal']",63.5 K,1,0,9,20,fNb,3,2,12,236,12.8 K,Aegis,6,1,8,232,13.5 K,Grevthar,4,1,14,245,12.8 K,Brance,7,3,8,328,16.3 K,JoJo,0,2,14,27,8.2 K,ITZ,"['infernal', 'mountain']",55.1 K,0,1,3,9,Tay,2,3,3,236,11.3 K,Yampi,3,5,4,193,11.3 K,Aithusa,2,4,4,263,12.7 K,NinjaKiwi,2,3,5,272,12.3 K,Damage,0,5,7,33,7.5 K
53,late,FX,"['chemtech', 'cloud']",72.2 K,0,0,5,10,Kiari,2,4,5,385,17.1 K,sting,0,5,5,233,11.8 K,Fuuu,6,2,3,310,15.7 K,Kojima,2,5,6,412,18.1 K,scamber,0,5,10,44,9.6 K,LOS,"['mountain', 'mountain', 'mountain', 'mountain']",83.8 K,3,3,10,21,SuperCleber,4,1,10,335,17.2 K,Seize,7,1,9,239,16.4 K,Envy,4,3,10,394,19.8 K,Celo,6,1,7,391,19.4 K,Kabbie,0,4,14,44,11.0 K
54,late,VKS,"['ocean', 'hextech', 'cloud', 'cloud']",59.2 K,3,1,11,20,Guigo,7,3,3,286,14.9 K,Disamis,4,1,12,158,10.2 K,Leleko,4,1,8,250,12.9 K,Smiley,5,1,9,296,13.1 K,ProDelta,0,0,16,36,8.0 K,KBM,[],43.1 K,0,0,1,6,Lonely,2,1,3,215,9.9 K,Malrang,1,6,2,134,7.8 K,Hauz,1,6,2,213,8.9 K,Netuno,1,3,2,271,10.3 K,Ceos,1,4,2,31,6.2 K
55,late,LLL,"['infernal', 'mountain', 'mountain']",72.7 K,1,2,8,17,Robo,2,2,5,322,16.1 K,Croc,2,3,11,185,11.9 K,tinowns,4,1,9,373,16.6 K,Route,9,0,5,336,18.4 K,RedBert,0,5,14,47,9.6 K,PNG,"['mountain', 'mountain', 'hextech']",63.1 K,0,0,3,11,Wizer,0,3,5,278,11.7 K,CarioK,1,3,6,198,10.8 K,dyNquedo,1,3,10,341,14.4 K,TitaN,9,3,2,411,18.0 K,Kuri,0,5,8,43,8.0 K
56,late,FUR,"['cloud', 'infernal']",74.8 K,0,1,7,18,xyno,5,4,7,324,16.9 K,stiner,0,4,11,176,12.0 K,Tutsz,1,4,8,316,15.0 K,Ayu,5,1,8,385,18.5 K,zay,7,2,6,74,12.4 K,PNG,"['elder', 'infernal', 'infernal', 'infernal', 'mountain']",76.1 K,0,1,5,15,Wizer,4,4,8,371,17.7 K,CarioK,4,2,9,230,14.6 K,dyNquedo,1,5,8,314,14.8 K,TitaN,6,3,7,414,19.7 K,Kuri,0,4,9,37,9.3 K
57,late,LBR,[],34.4 K,0,0,2,2,Makes,0,1,0,187,7.3 K,Drakehero,0,1,1,148,6.5 K,Pilot,0,1,1,200,7.5 K,micaO,1,2,1,208,7.9 K,Cavalo,1,3,1,36,5.3 K,LLL,"['infernal', 'ocean', 'cloud']",37.3 K,0,0,3,8,Robo,1,0,0,205,8.2 K,Croc,1,0,5,128,6.7 K,tinowns,1,0,4,204,8.1 K,Route,4,0,2,199,8.9 K,RedBert,1,2,6,33,5.5 K
58,late,ITZ,[],41.9 K,0,0,0,9,Tay,4,6,1,163,9.0 K,Yampi,4,4,2,131,8.6 K,Aithusa,0,7,6,172,8.3 K,NinjaKiwi,1,4,4,242,10.4 K,Damage,0,8,6,26,5.7 K,VKS,"['infernal', 'chemtech', 'mountain']",59.8 K,3,1,11,29,Guigo,12,2,9,232,16.3 K,Disamis,2,1,26,148,10.2 K,Leleko,6,3,13,220,12.3 K,Smiley,9,1,10,221,13.1 K,ProDelta,0,2,23,30,7.9 K
59,late,LOS,[],2.5 K,0,0,0,0,SuperCleber,0,0,0,0,500,Seize,0,0,0,0,500,Envy,0,0,0,0,500,Celo,0,0,0,0,500,Kabbie,0,0,0,0,500,RED,[],2.5 K,0,0,0,0,fNb,0,0,0,0,500,Aegis,0,0,0,0,500,Grevthar,0,0,0,0,500,Brance,0,0,0,0,500,JoJo,0,0,0,0,500
6,late,PNG,['infernal'],52.2 K,0,1,7,20,Wizer,6,1,11,195,10.9 K,CarioK,5,2,10,162,11.1 K,dyNquedo,4,0,13,216,11.4 K,TitaN,5,3,8,234,11.6 K,Kuri,0,0,15,30,7.3 K,LLL,"['infernal', 'chemtech', 'cloud']",41.9 K,0,0,1,6,Robo,0,7,3,192,8.2 K,Croc,2,5,1,158,8.4 K,tinowns,1,2,1,222,8.8 K,Route,2,2,2,232,10.3 K,RedBert,1,4,4,25,6.2 K
60,late,KBM,"['cloud', 'chemtech']",40.9 K,0,0,3,7,Lonely,2,0,4,220,9.1 K,Malrang,1,0,3,132,7.3 K,Hauz,3,1,3,210,10.0 K,Netuno,1,1,4,231,9.0 K,Ceos,0,3,4,38,5.5 K,FX,"['mountain', 'mountain']",39.0 K,0,0,1,5,Kiari,0,1,2,205,7.8 K,sting,1,2,1,146,7.6 K,Fuuu,1,2,1,226,8.8 K,Kojima,2,1,2,209,8.9 K,scamber,1,1,4,25,5.9 K
